1047.jpg,0.52031416,-0.23283575,0.5761572,-0.28766528,0.61343074,-0.28539616,0.65919584,-0.28262627,0.44752878,-0.2890084,0.39862826,-0.28642878,0.34688586,-0.28298286,0.7075892,-0.24782802,0.2718154,-0.2520661,0.59538376,-0.15763856,0.43248352,-0.1568816,1.0,0.010478648,0.0,0.0,1.1938777,-0.40883422,-0.18060277,-0.4395282,1.3169299,-0.8483568,-0.36767977,-0.8276227,1.3087914,-0.9445282,-0.42025495,-0.9174677,1.2588832,-0.9643999,-0.369018,-0.9429851,1.2440125,-0.9435142,-0.3339831,-0.91567403,0.7862223,1.009732,0.121027954,1.0,0.7538157,1.7039621,0.13876878,1.6631901,0.63273805,2.4049582,0.1756131,2.2655008,0.57212096,2.4747355,0.21887131,2.3331385,0.5947063,2.6343336,0.124746665,2.5200496
1055.jpg,0.47417912,-0.23277447,0.5520171,-0.28509957,0.5944024,-0.28394705,0.6363957,-0.28230253,0.40847394,-0.28457367,0.35515925,-0.28291583,0.31152698,-0.28127947,0.71135616,-0.2559852,0.25524834,-0.25787088,0.56427413,-0.15476741,0.39313626,-0.15656374,1.0,-0.0014523853,0.0,0.0,1.1698992,-0.43508676,-0.11982421,-0.4259911,1.2370613,-0.8793198,-0.31137133,-0.82531923,1.2283044,-0.9818759,-0.39575452,-0.94842815,1.1904423,-0.9974629,-0.35267738,-0.96153164,1.1800575,-0.9630781,-0.31604347,-0.9228033,0.7749642,0.9962027,0.10169921,1.0,0.76045734,1.7492957,0.23061383,1.7586721,0.6784536,2.3982139,0.18546979,2.3766046,0.6043676,2.4618251,0.16216202,2.447986,0.6820059,2.653265,0.27010515,2.60959
1058.jpg,0.49737188,-0.23209997,0.5738284,-0.28857455,0.6162645,-0.2862761,0.6576871,-0.2831348,0.43161923,-0.28824365,0.3811727,-0.28602064,0.33700418,-0.28345764,0.7257705,-0.25126293,0.27434438,-0.2570899,0.58232313,-0.15001106,0.41541362,-0.15329817,1.0,0.0073579457,0.0,0.0,1.1691561,-0.43661463,-0.08648477,-0.46303695,1.2163858,-0.8791639,-0.20278214,-0.85877085,1.2311718,-0.96764594,-0.27342534,-0.9692366,1.1946993,-0.983154,-0.22022837,-0.9886771,1.1740229,-0.95547545,-0.1826899,-0.9541498,0.80150974,0.9948547,0.1292462,1.0,0.77085924,1.7417926,0.2052788,1.7525551,0.73149765,2.4024975,0.23597258,2.4197383,0.67221856,2.4743671,0.2677464,2.4967635,0.8149536,2.6285849,0.36674276,2.6225264
1060.jpg,0.5124693,-0.23668745,0.58506614,-0.2868239,0.6236659,-0.28503683,0.6659808,-0.28284687,0.44478455,-0.28670287,0.39176258,-0.28450558,0.34382808,-0.28207418,0.72619647,-0.24980031,0.27461508,-0.25450754,0.5946701,-0.1577436,0.4239211,-0.15942173,1.0,0.004515617,0.0,0.0,1.1612252,-0.43170458,-0.08718708,-0.477264,1.1770023,-0.8684697,-0.1830423,-0.8971987,1.2040017,-0.9584638,-0.22391108,-0.9845029,1.1631851,-0.9727754,-0.17287865,-0.99826473,1.1399997,-0.93969995,-0.14346047,-0.9716629,0.800972,0.99122274,0.15019087,1.0,0.82726187,1.7389581,0.20955329,1.7451824,0.7341304,2.3526812,0.26516256,2.3780198,0.6548477,2.421336,0.28829822,2.4562569,0.85905755,2.579595,0.4113083,2.5886016
1065.jpg,0.52358454,-0.22245194,0.6018449,-0.28135514,0.6455535,-0.28075448,0.6815124,-0.27929896,0.45930585,-0.28018942,0.40535885,-0.27935216,0.35983375,-0.27806106,0.74583733,-0.25177127,0.28914648,-0.2555851,0.60484576,-0.14558987,0.43323174,-0.14502937,1.0,-0.0037011267,0.0,0.0,1.1804086,-0.43197566,-0.05467082,-0.4565914,1.2251414,-0.88534075,-0.108095415,-0.89075714,1.2379519,-0.97249,-0.1539296,-0.99147,1.1885304,-0.9858,-0.08601457,-0.99051154,1.1675601,-0.9606084,-0.050485242,-0.9564515,0.8568015,0.97629875,0.17652999,1.0,0.8646874,1.69547,0.24007581,1.7782754,0.8486235,2.2679293,0.3214571,2.4346845,0.7685516,2.3219876,0.33481684,2.502892,0.91956246,2.5416176,0.45246896,2.652443
1071.jpg,0.53024787,-0.17939879,0.60676515,-0.23744224,0.64551914,-0.23613341,0.69106066,-0.23456398,0.46532202,-0.2407332,0.41251287,-0.2413026,0.3645835,-0.24201204,0.75532395,-0.21074036,0.2976238,-0.22348164,0.6174031,-0.102484934,0.44527596,-0.11066193,1.0,0.016712407,0.0,0.0,1.1517255,-0.40881097,-0.041337706,-0.45257586,1.1695018,-0.84227115,-0.08558802,-0.8791369,1.1741545,-0.92716914,-0.12063831,-0.9639489,1.1148664,-0.93834275,-0.044176377,-0.97192657,1.0879835,-0.90385,-0.012000723,-0.9458567,0.82658887,0.9872905,0.16575646,1.0,0.8206772,1.7066373,0.23190448,1.7483623,0.73458374,2.2739263,0.3162683,2.3542461,0.66784227,2.3213632,0.33013523,2.4091766,0.8736496,2.5449712,0.42366472,2.605776
1072.jpg,0.5252148,-0.18373959,0.6024176,-0.24290428,0.6410577,-0.24092309,0.6828772,-0.23863338,0.45961487,-0.24575765,0.4056082,-0.24528669,0.35699558,-0.24476236,0.7400221,-0.2123617,0.28399807,-0.22366008,0.6122048,-0.108335,0.43388247,-0.11602056,1.0,0.020887818,0.0,0.0,1.1328262,-0.40043426,-0.058230937,-0.45035657,1.1487827,-0.84294814,-0.09190855,-0.8635457,1.1563641,-0.9241951,-0.12713717,-0.95542794,1.0941031,-0.93713045,-0.05078298,-0.959703,1.0675921,-0.90309805,-0.018794585,-0.9282468,0.8022694,0.9888956,0.14305983,1.0,0.7678798,1.7215648,0.20658247,1.7476662,0.7284458,2.3058448,0.27847505,2.3263128,0.6662582,2.3522327,0.31490248,2.3718307,0.77689403,2.571497,0.32367578,2.571247
1073.jpg,0.515285,-0.16865124,0.589845,-0.22027786,0.6241615,-0.21819447,0.6660974,-0.21640189,0.455239,-0.2216727,0.4021755,-0.22079621,0.34872404,-0.22011551,0.7245507,-0.19699825,0.27719626,-0.20059194,0.59546727,-0.09624772,0.4223903,-0.10154607,1.0,0.022875931,0.0,0.0,1.1225061,-0.38539073,-0.04356552,-0.45632374,1.1218315,-0.8253048,-0.103704594,-0.89325696,1.1332434,-0.90435416,-0.1414503,-0.9964016,1.0854583,-0.91599286,-0.07407387,-1.003037,1.0643803,-0.89128876,-0.041863672,-0.9669453,0.776459,0.99174654,0.1411452,1.0,0.75155646,1.7099074,0.20137341,1.7384686,0.74116474,2.3049786,0.28760523,2.3464048,0.7061682,2.353233,0.34062436,2.3995028,0.74688524,2.5532823,0.30434215,2.5828657
1075.jpg,0.5877086,-0.14943337,0.64343596,-0.20585807,0.68365335,-0.20422901,0.7276638,-0.2024893,0.519488,-0.21076006,0.4645354,-0.21276906,0.4079825,-0.21535419,0.7621667,-0.18523157,0.30830696,-0.20624524,0.63289666,-0.083351605,0.4828225,-0.09362905,1.0,0.021253327,0.0,0.0,1.109883,-0.373281,-0.024699513,-0.41110232,1.1562194,-0.8431381,-0.08890231,-0.8509029,1.1622994,-0.93691456,-0.13715582,-0.96497405,1.1158648,-0.94911295,-0.078455806,-0.976448,1.0956466,-0.9259047,-0.040097255,-0.94410944,0.8262366,0.9932912,0.17092197,1.0,0.76881456,1.6963133,0.20126583,1.7231102,0.7357336,2.3515513,0.26749837,2.352141,0.7084488,2.4020448,0.3218883,2.409,0.6845233,2.5927784,0.22172385,2.5762916
1076.jpg,0.54961294,-0.15530147,0.60539085,-0.2106678,0.64352465,-0.2077361,0.688667,-0.20426713,0.48031121,-0.21722762,0.4269693,-0.21937886,0.37266085,-0.22196949,0.74426866,-0.17714255,0.29934263,-0.20910507,0.6053739,-0.09308355,0.45611888,-0.10327056,1.0,0.024376916,0.0,0.0,1.120437,-0.37333903,-0.06278888,-0.39046627,1.1185113,-0.8300926,-0.10398757,-0.8055723,1.1376361,-0.94064707,-0.15334238,-0.9092573,1.084905,-0.95555645,-0.09432053,-0.9447265,1.0566108,-0.9232859,-0.053300492,-0.9150142,0.7993899,0.9950228,0.15649821,1.0,0.7341208,1.6761404,0.18566027,1.7051961,0.6610295,2.3167784,0.22468936,2.3225965,0.62203705,2.3746946,0.25532895,2.3784778,0.67297846,2.5322618,0.23499134,2.5399592
